regulator;gene_name;direction;evidence;regulator_gene
Rgt1p;ERG10;+;Doc;RGT1
Gcr1p;ERG10;+;Doc;GCR1
Skn7p;ERG10;+;Doc;SKN7
Spt10p;ERG10;+;Doc;SPT10
Sfp1p;ERG10;+;Doc;SFP1
Sok2p;ERG10;+;Doc;SOK2
Mcm1p;ERG10;+;Doc;MCM1
Rap1p;ERG10;+;Doc;RAP1
Gzf3p;ERG10;+;Doc;GZF3
Pho4p;ERG10;+;Doc;PHO4
Reb1p;ERG10;+;Doc;REB1
Upc2p;ERG10;+;Doc;UPC2
Pdr3p;SKS1;+;Doc;PDR3
Pdr1p;SKS1;+;Doc;PDR1
Yap1p;SKS1;+;Doc;YAP1
Met28p;SKS1;+;Doc;MET28
Met32p;SKS1;+;Doc;MET32
Ash1p;SKS1;+;Doc;ASH1
Mss11p;SKS1;+;Doc;MSS11
Flo8p;SKS1;+;Doc;FLO8
Ixr1p;SKS1;+;Doc;IXR1
Haa1p;SKS1;+;Doc;HAA1
Leu3p;SKS1;+;Doc;LEU3
Msn1p;SKS1;+;Doc;MSN1
Rtg1p;SKS1;+;Doc;RTG1
Rtg3p;SKS1;+;Doc;RTG3
Gcn4p;SKS1;+;Doc;GCN4
Swi4p;SKS1;+;Doc;SWI4
Opi1p;SKS1;+;Doc;OPI1
Hsf1p;SKS1;+;Doc;HSF1
Cin5p;SKS1;+;Doc;CIN5
Ino4p;SKS1;+;Doc;INO4
Azf1p;SKS1;+;Doc;AZF1
Hap4p;RMI1;+;Doc;HAP4
Pdr3p;RMI1;+;Doc;PDR3
Pdr1p;RMI1;+;Doc;PDR1
Yap1p;RMI1;+;Doc;YAP1
Met32p;RMI1;+;Doc;MET32
Mss11p;RMI1;+;Doc;MSS11
Met31p;RMI1;+;Doc;MET31
Leu3p;RMI1;+;Doc;LEU3
Yrr1p;RMI1;+;Doc;YRR1
Arr1p;RMI1;+;Doc;ARR1
Zap1p;RMI1;+;Doc;ZAP1
Cin5p;RMI1;+;Doc;CIN5
Pdr3p;MET12;+;Doc;PDR3
Gcr2p;MET12;+;Doc;GCR2
Rpn4p;MET12;+;Doc;RPN4
Yap1p;MET12;+;Doc;YAP1
Met28p;MET12;+;Doc;MET28
Met32p;MET12;+;Doc;MET32
Msn2p;MET12;+;Doc;MSN2
Cst6p;MET12;+;Doc;CST6
Tup1p;MET12;+;Doc;TUP1
Gal4p;MET12;+;Doc;GAL4
Hms1p;MET12;+;Doc;HMS1
Pip2p;MET12;+;Doc;PIP2
Tye7p;MET12;+;Doc;TYE7
Haa1p;MET12;+;Doc;HAA1
Hap2p;MET12;+;Doc;HAP2
Gcn4p;MET12;+;Doc;GCN4
Msn4p;MET12;+;Doc;MSN4
Yrr1p;MET12;+;Doc;YRR1
Spt10p;MET12;+;Doc;SPT10
Sfp1p;MET12;+;Doc;SFP1
Pho2p;MET12;+;Doc;PHO2
Sok2p;MET12;+;Doc;SOK2
Gat1p;MET12;+;Doc;GAT1
Pdr3p;RAD1;+;Doc;PDR3
Rpn4p;RAD1;+;Doc;RPN4
Pdr1p;RAD1;+;Doc;PDR1
Yap1p;RAD1;+;Doc;YAP1
Met32p;RAD1;+;Doc;MET32
Cst6p;RAD1;+;Doc;CST6
Pdr3p;ULP1;+;Doc;PDR3
Rpn4p;ULP1;+;Doc;RPN4
Yap1p;ULP1;+;Doc;YAP1
Met32p;ULP1;+;Doc;MET32
Met31p;ULP1;+;Doc;MET31
Cst6p;ULP1;+;Doc;CST6
Gcn4p;ULP1;+;Doc;GCN4
Mga1p;ULP1;+;Doc;MGA1
Ste12p;ULP1;+;Doc;STE12
Abf1p;ULP1;+;Doc;ABF1
Gzf3p;ULP1;+;Doc;GZF3
Pho4p;ULP1;+;Doc;PHO4
Gat1p;ULP1;+;Doc;GAT1
Bas1p;SWI1;+;Doc;BAS1
Hap4p;SWI1;+;Doc;HAP4
Mig2p;SWI1;+;Doc;MIG2
Pdr3p;SWI1;+;Doc;PDR3
Gcr2p;SWI1;+;Doc;GCR2
Rpn4p;SWI1;+;Doc;RPN4
Pdr1p;SWI1;+;Doc;PDR1
Yap1p;SWI1;+;Doc;YAP1
Met28p;SWI1;+;Doc;MET28
Met32p;SWI1;+;Doc;MET32
Aft2p;SWI1;+;Doc;AFT2
Ash1p;SWI1;+;Doc;ASH1
Ecm22p;SWI1;+;Doc;ECM22
Msn2p;SWI1;+;Doc;MSN2
Mss11p;SWI1;+;Doc;MSS11
Rim101p;SWI1;+;Doc;RIM101
Sut2p;SWI1;+;Doc;SUT2
Swi6p;SWI1;+;Doc;SWI6
Ert1p;SWI1;+;Doc;ERT1
Rph1p;SWI1;+;Doc;RPH1
Flo8p;SWI1;+;Doc;FLO8
Cbf1p;SWI1;+;Doc;CBF1
Met31p;SWI1;+;Doc;MET31
Cst6p;SWI1;+;Doc;CST6
Tup1p;SWI1;+;Doc;TUP1
Aft1p;SWI1;+;Doc;AFT1
Fkh1p;SWI1;+;Doc;FKH1
Ino2p;SWI1;+;Doc;INO2
Ixr1p;SWI1;+;Doc;IXR1
Mbp1p;SWI1;+;Doc;MBP1
Rfx1p;SWI1;+;Doc;RFX1
Tec1p;SWI1;+;Doc;TEC1
Adr1p;SWI1;+;Doc;ADR1
Cad1p;SWI1;+;Doc;CAD1
Crz1p;SWI1;+;Doc;CRZ1
Dal81p;SWI1;+;Doc;DAL81
Haa1p;SWI1;+;Doc;HAA1
Hap2p;SWI1;+;Doc;HAP2
Hog1p;SWI1;+;Doc;HOG1
Leu3p;SWI1;+;Doc;LEU3
Mal13p;SWI1;+;Doc;MAL13
Mal33p;SWI1;+;Doc;MAL33
Mot3p;SWI1;+;Doc;MOT3
Msn1p;SWI1;+;Doc;MSN1
Ppr1p;SWI1;+;Doc;PPR1
Rtg1p;SWI1;+;Doc;RTG1
Rtg3p;SWI1;+;Doc;RTG3
Uga3p;SWI1;+;Doc;UGA3
Yap5p;SWI1;+;Doc;YAP5
Asg1p;SWI1;+;Doc;ASG1
YJL206C;SWI1;+;Doc;YJL206
Usv1p;SWI1;+;Doc;USV1
Hfi1p;SWI1;+;Doc;HFI1
Gsm1p;SWI1;+;Doc;GSM1
Swi4p;SWI1;+;Doc;SWI4
Fkh2p;SWI1;+;Doc;FKH2
Msn4p;SWI1;+;Doc;MSN4
Yrr1p;SWI1;+;Doc;YRR1
Mth1p;SWI1;+;Doc;MTH1
Gal80p;SWI1;+;Doc;GAL80
Rdr1p;SWI1;+;Doc;RDR1
Rme1p;SWI1;+;Doc;RME1
Sip4p;SWI1;+;Doc;SIP4
Spt10p;SWI1;+;Doc;SPT10
Stp1p;SWI1;+;Doc;STP1
Stp2p;SWI1;+;Doc;STP2
Sfp1p;SWI1;+;Doc;SFP1
Arg80p;SWI1;+;Doc;ARG80
Arr1p;SWI1;+;Doc;ARR1
Cup2p;SWI1;+;Doc;CUP2
Hap3p;SWI1;+;Doc;HAP3
Mga1p;SWI1;+;Doc;MGA1
Mga2p;SWI1;+;Doc;MGA2
Oaf1p;SWI1;+;Doc;OAF1
Pho2p;SWI1;+;Doc;PHO2
Pho23p;SWI1;+;Doc;PHO23
Snf1p;SWI1;+;Doc;SNF1
Spt2p;SWI1;+;Doc;SPT2
Xbp1p;SWI1;+;Doc;XBP1
Eds1p;SWI1;+;Doc;EDS1
Tda9p;SWI1;+;Doc;TDA9
Gat3p;SWI1;+;Doc;GAT3
Sok2p;SWI1;+;Doc;SOK2
Gal3p;SWI1;+;Doc;GAL3
Mig1p;SWI1;+;Doc;MIG1
Opi1p;SWI1;+;Doc;OPI1
Mig3p;SWI1;+;Doc;MIG3
Zap1p;SWI1;+;Doc;ZAP1
Spt23p;SWI1;+;Doc;SPT23
War1p;SWI1;+;Doc;WAR1
Rsf2p;SWI1;+;Doc;RSF2
Gzf3p;SWI1;+;Doc;GZF3
Dal82p;SWI1;+;Doc;DAL82
Ume1p;SWI1;+;Doc;UME1
Mot2p;SWI1;+;Doc;MOT2
Pho4p;SWI1;+;Doc;PHO4
Gat1p;SWI1;+;Doc;GAT1
Yhp1p;SWI1;+;Doc;YHP1
Sum1p;SWI1;+;Doc;SUM1
Hac1p;SWI1;+;Doc;HAC1
Hal9p;SWI1;+;Doc;HAL9
Sut1p;SWI1;+;Doc;SUT1
YLR278C;SWI1;+;Doc;YLR278
Sdd4p;SWI1;+;Doc;SDD4
Ino4p;SWI1;+;Doc;INO4
Rgm1p;SWI1;+;Doc;RGM1
Hcm1p;SWI1;+;Doc;HCM1
Ime1p;SWI1;+;Doc;IME1
Pul4p;SWI1;+;Doc;PUL4
Znf1p;SWI1;+;Doc;ZNF1
YGR067C;SWI1;+;Doc;YGR067
Oaf3p;SWI1;+;Doc;OAF3
Tbs1p;SWI1;+;Doc;TBS1
Mac1p;SWI1;+;Doc;MAC1
Upc2p;SWI1;+;Doc;UPC2
Azf1p;SWI1;+;Doc;AZF1
Ndt80p;SWI1;+;Doc;NDT80
Rox1p;SWI1;+;Doc;ROX1
Sko1p;SWI1;+;Doc;SKO1
Yap6p;SWI1;+;Doc;YAP6
Arg81p;SWI1;+;Doc;ARG81
Dal80p;SWI1;+;Doc;DAL80
Dig1p;SWI1;+;Doc;DIG1
Dot6p;SWI1;+;Doc;DOT6
Fzf1p;SWI1;+;Doc;FZF1
Hms2p;SWI1;+;Doc;HMS2
Nrg1p;SWI1;+;Doc;NRG1
Pdr8p;SWI1;+;Doc;PDR8
Smp1p;SWI1;+;Doc;SMP1
Stb3p;SWI1;+;Doc;STB3
Stb4p;SWI1;+;Doc;STB4
Stp4p;SWI1;+;Doc;STP4
Tos8p;SWI1;+;Doc;TOS8
Wtm1p;SWI1;+;Doc;WTM1
Tod6p;SWI1;+;Doc;TOD6
Urc2p;SWI1;+;Doc;URC2
YKL222C;SWI1;+;Doc;YKL222
Yox1p;SWI1;+;Doc;YOX1
YPR196W;SWI1;+;Doc;YPR196
Cha4p;SWI1;+;Doc;CHA4
Com2p;SWI1;+;Doc;COM2
Tog1p;SWI1;+;Doc;TOG1
Pdr3p;HST2;+;Doc;PDR3
Rpn4p;HST2;+;Doc;RPN4
Pdr1p;HST2;+;Doc;PDR1
Yap1p;HST2;+;Doc;YAP1
Met32p;HST2;+;Doc;MET32
Msn2p;HST2;+;Doc;MSN2
Cbf1p;HST2;+;Doc;CBF1
Met31p;HST2;+;Doc;MET31
Gal4p;HST2;+;Doc;GAL4
Gcr1p;HST2;+;Doc;GCR1
Dal81p;HST2;+;Doc;DAL81
Hfi1p;HST2;+;Doc;HFI1
Pdr3p;RRP12;+;Doc;PDR3
Rpn4p;RRP12;+;Doc;RPN4
Pdr1p;RRP12;+;Doc;PDR1
Yap1p;RRP12;+;Doc;YAP1
Met28p;RRP12;+;Doc;MET28
Met32p;RRP12;+;Doc;MET32
Cbf1p;RRP12;+;Doc;CBF1
Stb5p;RRP12;+;Doc;STB5
Aft1p;RRP12;+;Doc;AFT1
Hap2p;RRP12;+;Doc;HAP2
Gcn4p;RRP12;+;Doc;GCN4
Sfp1p;RRP12;+;Doc;SFP1
Sok2p;RRP12;+;Doc;SOK2
Mcm1p;RRP12;+;Doc;MCM1
Gat1p;RRP12;+;Doc;GAT1
Sut1p;RRP12;+;Doc;SUT1
Met4p;RRP12;+;Doc;MET4
Hap1p;RRP12;+;Doc;HAP1
Rpn4p;TAF3;+;Doc;RPN4
Pdr1p;TAF3;+;Doc;PDR1
Met28p;TAF3;+;Doc;MET28
Met32p;TAF3;+;Doc;MET32
Msn2p;TAF3;+;Doc;MSN2
Cbf1p;TAF3;+;Doc;CBF1
Gcn4p;TAF3;+;Doc;GCN4
Mga1p;TAF3;+;Doc;MGA1
Pdr1p;RET3;+;Doc;PDR1
Met32p;RET3;+;Doc;MET32
Cbf1p;RET3;+;Doc;CBF1
Cst6p;RET3;+;Doc;CST6
Gcn4p;RET3;+;Doc;GCN4
Pho4p;RET3;+;Doc;PHO4
Gat1p;RET3;+;Doc;GAT1
Pdr3p;CHL1;+;Doc;PDR3
Rpn4p;CHL1;+;Doc;RPN4
Yap1p;CHL1;+;Doc;YAP1
Met32p;CHL1;+;Doc;MET32
Mss11p;CHL1;+;Doc;MSS11
Cbf1p;CHL1;+;Doc;CBF1
Met31p;CHL1;+;Doc;MET31
Stb5p;CHL1;+;Doc;STB5
Ste12p;CHL1;+;Doc;STE12
Hal9p;CHL1;+;Doc;HAL9
Rpn4p;TFC8;+;Doc;RPN4
Pdr1p;TFC8;+;Doc;PDR1
Met28p;TFC8;+;Doc;MET28
Met32p;TFC8;+;Doc;MET32
Msn2p;TFC8;+;Doc;MSN2
Cbf1p;TFC8;+;Doc;CBF1
Met31p;TFC8;+;Doc;MET31
Tec1p;TFC8;+;Doc;TEC1
Msn4p;TFC8;+;Doc;MSN4
Mga1p;TFC8;+;Doc;MGA1
Gat1p;TFC8;+;Doc;GAT1
Ume6p;TFC8;+;Doc;UME6
Ime1p;TFC8;+;Doc;IME1
Pdr3p;NCR1;+;Doc;PDR3
Rpn4p;NCR1;+;Doc;RPN4
Pdr1p;NCR1;+;Doc;PDR1
Yap1p;NCR1;+;Doc;YAP1
Met32p;NCR1;+;Doc;MET32
Ecm22p;NCR1;+;Doc;ECM22
Msn2p;NCR1;+;Doc;MSN2
Mss11p;NCR1;+;Doc;MSS11
Rim101p;NCR1;+;Doc;RIM101
Swi6p;NCR1;+;Doc;SWI6
Cbf1p;NCR1;+;Doc;CBF1
Met31p;NCR1;+;Doc;MET31
Cup9p;NCR1;+;Doc;CUP9
Gal4p;NCR1;+;Doc;GAL4
Mot3p;NCR1;+;Doc;MOT3
Gcn4p;NCR1;+;Doc;GCN4
Msn4p;NCR1;+;Doc;MSN4
Rme1p;NCR1;+;Doc;RME1
Hac1p;NCR1;+;Doc;HAC1
Rgm1p;NCR1;+;Doc;RGM1
Ime1p;NCR1;+;Doc;IME1
Pdr3p;AEP3;+;Doc;PDR3
Rpn4p;AEP3;+;Doc;RPN4
Pdr1p;AEP3;+;Doc;PDR1
Yap1p;AEP3;+;Doc;YAP1
Met32p;AEP3;+;Doc;MET32
Ecm22p;AEP3;+;Doc;ECM22
Met31p;AEP3;+;Doc;MET31
Tec1p;AEP3;+;Doc;TEC1
Oaf1p;AEP3;+;Doc;OAF1
Hsf1p;AEP3;+;Doc;HSF1
Sfl1p;AEP3;+;Doc;SFL1
Dal82p;AEP3;+;Doc;DAL82
Rof1p;AEP3;+;Doc;ROF1
Bas1p;LSP1;+;Doc;BAS1
Hap4p;LSP1;+;Doc;HAP4
Mig2p;LSP1;+;Doc;MIG2
Pdr3p;LSP1;+;Doc;PDR3
Rpn4p;LSP1;+;Doc;RPN4
Pdr1p;LSP1;+;Doc;PDR1
Yap1p;LSP1;+;Doc;YAP1
Ash1p;LSP1;+;Doc;ASH1
Msn2p;LSP1;+;Doc;MSN2
Rim101p;LSP1;+;Doc;RIM101
Sut2p;LSP1;+;Doc;SUT2
Swi6p;LSP1;+;Doc;SWI6
Aft1p;LSP1;+;Doc;AFT1
Fkh1p;LSP1;+;Doc;FKH1
Adr1p;LSP1;+;Doc;ADR1
Mot3p;LSP1;+;Doc;MOT3
Hfi1p;LSP1;+;Doc;HFI1
Rlm1p;LSP1;+;Doc;RLM1
Msn4p;LSP1;+;Doc;MSN4
Yrr1p;LSP1;+;Doc;YRR1
Stp1p;LSP1;+;Doc;STP1
Stp2p;LSP1;+;Doc;STP2
Mga1p;LSP1;+;Doc;MGA1
Oaf1p;LSP1;+;Doc;OAF1
Pho23p;LSP1;+;Doc;PHO23
Snf1p;LSP1;+;Doc;SNF1
Mig1p;LSP1;+;Doc;MIG1
Abf1p;LSP1;+;Doc;ABF1
Pho4p;LSP1;+;Doc;PHO4
Sum1p;LSP1;+;Doc;SUM1
YGR067C;LSP1;+;Doc;YGR067
Oaf3p;LSP1;+;Doc;OAF3
Gis1p;LSP1;+;Doc;GIS1
Pdr3p;ULA1;+;Doc;PDR3
Rpn4p;ULA1;+;Doc;RPN4
Pdr1p;ULA1;+;Doc;PDR1
Yap1p;ULA1;+;Doc;YAP1
Met32p;ULA1;+;Doc;MET32
Msn2p;ULA1;+;Doc;MSN2
Aft1p;ULA1;+;Doc;AFT1
Ino2p;ULA1;+;Doc;INO2
Hac1p;ULA1;+;Doc;HAC1
Pdr1p;SNF8;+;Doc;PDR1
Met28p;SNF8;+;Doc;MET28
Met32p;SNF8;+;Doc;MET32
Met31p;SNF8;+;Doc;MET31
Ixr1p;SNF8;+;Doc;IXR1
Xbp1p;SNF8;+;Doc;XBP1
Pdr3p;HAT1;+;Doc;PDR3
Yap1p;HAT1;+;Doc;YAP1
Met32p;HAT1;+;Doc;MET32
Ixr1p;HAT1;+;Doc;IXR1
Gcn4p;HAT1;+;Doc;GCN4
Arr1p;HAT1;+;Doc;ARR1
Hsf1p;HAT1;+;Doc;HSF1
Gat1p;HAT1;+;Doc;GAT1
Dal80p;HAT1;+;Doc;DAL80
Hap4p;PHR1;+;Doc;HAP4
Pdr3p;PHR1;+;Doc;PDR3
Rpn4p;PHR1;+;Doc;RPN4
Pdr1p;PHR1;+;Doc;PDR1
Yap1p;PHR1;+;Doc;YAP1
Met32p;PHR1;+;Doc;MET32
Aft2p;PHR1;+;Doc;AFT2
Ash1p;PHR1;+;Doc;ASH1
Msn2p;PHR1;+;Doc;MSN2
Met31p;PHR1;+;Doc;MET31
Pip2p;PHR1;+;Doc;PIP2
Fkh1p;PHR1;+;Doc;FKH1
Ino2p;PHR1;+;Doc;INO2
Tec1p;PHR1;+;Doc;TEC1
Msn1p;PHR1;+;Doc;MSN1
Yap5p;PHR1;+;Doc;YAP5
Msn4p;PHR1;+;Doc;MSN4
Rme1p;PHR1;+;Doc;RME1
Arr1p;PHR1;+;Doc;ARR1
Mig1p;PHR1;+;Doc;MIG1
Ume1p;PHR1;+;Doc;UME1
Kar4p;PHR1;+;Doc;KAR4
Ino4p;PHR1;+;Doc;INO4
Ume6p;PHR1;+;Doc;UME6
Pdr8p;PHR1;+;Doc;PDR8
Pdr3p;FRE3;+;Doc;PDR3
Yap1p;FRE3;+;Doc;YAP1
Met28p;FRE3;+;Doc;MET28
Met32p;FRE3;+;Doc;MET32
Cbf1p;FRE3;+;Doc;CBF1
Cup9p;FRE3;+;Doc;CUP9
Pip2p;FRE3;+;Doc;PIP2
Aft1p;FRE3;+;Doc;AFT1
Tec1p;FRE3;+;Doc;TEC1
Crz1p;FRE3;+;Doc;CRZ1
Rtg3p;FRE3;+;Doc;RTG3
Rme1p;FRE3;+;Doc;RME1
Ste12p;FRE3;+;Doc;STE12
Hsf1p;FRE3;+;Doc;HSF1
Rap1p;FRE3;+;Doc;RAP1
Bas1p;ATF1;+;Doc;BAS1
Pdr3p;ATF1;+;Doc;PDR3
Gcr2p;ATF1;+;Doc;GCR2
Rpn4p;ATF1;+;Doc;RPN4
Pdr1p;ATF1;+;Doc;PDR1
Yap1p;ATF1;+;Doc;YAP1
Msn2p;ATF1;+;Doc;MSN2
Rim101p;ATF1;+;Doc;RIM101
Rph1p;ATF1;+;Doc;RPH1
Cbf1p;ATF1;+;Doc;CBF1
Cst6p;ATF1;+;Doc;CST6
Fkh1p;ATF1;+;Doc;FKH1
Ixr1p;ATF1;+;Doc;IXR1
Rfx1p;ATF1;+;Doc;RFX1
Tec1p;ATF1;+;Doc;TEC1
Adr1p;ATF1;+;Doc;ADR1
Cad1p;ATF1;+;Doc;CAD1
Crz1p;ATF1;+;Doc;CRZ1
Dal81p;ATF1;+;Doc;DAL81
Haa1p;ATF1;+;Doc;HAA1
Hap2p;ATF1;+;Doc;HAP2
Mal33p;ATF1;+;Doc;MAL33
Uga3p;ATF1;+;Doc;UGA3
Asg1p;ATF1;+;Doc;ASG1
YJL206C;ATF1;+;Doc;YJL206
Gsm1p;ATF1;+;Doc;GSM1
Swi4p;ATF1;+;Doc;SWI4
Msn4p;ATF1;+;Doc;MSN4
Yrr1p;ATF1;+;Doc;YRR1
Spt10p;ATF1;+;Doc;SPT10
Sfp1p;ATF1;+;Doc;SFP1
Arg80p;ATF1;+;Doc;ARG80
Cup2p;ATF1;+;Doc;CUP2
Mga2p;ATF1;+;Doc;MGA2
Pho2p;ATF1;+;Doc;PHO2
Tda9p;ATF1;+;Doc;TDA9
Gat3p;ATF1;+;Doc;GAT3
Hap5p;ATF1;+;Doc;HAP5
Pho4p;ATF1;+;Doc;PHO4
Snf2p;ATF1;+;Doc;SNF2
Hac1p;ATF1;+;Doc;HAC1
Gln3p;ATF1;+;Doc;GLN3
Rgm1p;ATF1;+;Doc;RGM1
Rox1p;ATF1;+;Doc;ROX1
Hap4p;ALD4;+;Doc;HAP4
Pdr3p;ALD4;+;Doc;PDR3
Gcr2p;ALD4;+;Doc;GCR2
Rpn4p;ALD4;+;Doc;RPN4
Pdr1p;ALD4;+;Doc;PDR1
Yap1p;ALD4;+;Doc;YAP1
Met32p;ALD4;+;Doc;MET32
Msn2p;ALD4;+;Doc;MSN2
Sut2p;ALD4;+;Doc;SUT2
Met31p;ALD4;+;Doc;MET31
Cst6p;ALD4;+;Doc;CST6
Stb5p;ALD4;+;Doc;STB5
Aft1p;ALD4;+;Doc;AFT1
Gcr1p;ALD4;+;Doc;GCR1
Adr1p;ALD4;+;Doc;ADR1
Crz1p;ALD4;+;Doc;CRZ1
Rtg3p;ALD4;+;Doc;RTG3
Gcn4p;ALD4;+;Doc;GCN4
Rlm1p;ALD4;+;Doc;RLM1
Msn4p;ALD4;+;Doc;MSN4
Rme1p;ALD4;+;Doc;RME1
Sfp1p;ALD4;+;Doc;SFP1
Mga1p;ALD4;+;Doc;MGA1
Xbp1p;ALD4;+;Doc;XBP1
Tda9p;ALD4;+;Doc;TDA9
Cat8p;ALD4;+;Doc;CAT8
Ste12p;ALD4;+;Doc;STE12
Mig3p;ALD4;+;Doc;MIG3
Hsf1p;ALD4;+;Doc;HSF1
Abf1p;ALD4;+;Doc;ABF1
Gat1p;ALD4;+;Doc;GAT1
Rgm1p;ALD4;+;Doc;RGM1
Fhl1p;ALD4;+;Doc;FHL1
Bas1p;NUD1;+;Doc;BAS1
Pdr3p;NUD1;+;Doc;PDR3
Yap1p;NUD1;+;Doc;YAP1
Met32p;NUD1;+;Doc;MET32
Msn2p;NUD1;+;Doc;MSN2
Cbf1p;NUD1;+;Doc;CBF1
Tup1p;NUD1;+;Doc;TUP1
Adr1p;NUD1;+;Doc;ADR1
Swi4p;NUD1;+;Doc;SWI4
Msn4p;NUD1;+;Doc;MSN4
Pho2p;NUD1;+;Doc;PHO2
Gat3p;NUD1;+;Doc;GAT3
Pho4p;NUD1;+;Doc;PHO4
Yhp1p;NUD1;+;Doc;YHP1
Met4p;NUD1;+;Doc;MET4
Bas1p;MSI1;+;Doc;BAS1
Pdr3p;MSI1;+;Doc;PDR3
Rpn4p;MSI1;+;Doc;RPN4
Pdr1p;MSI1;+;Doc;PDR1
Yap1p;MSI1;+;Doc;YAP1
Met31p;MSI1;+;Doc;MET31
Mot3p;MSI1;+;Doc;MOT3
Gcn4p;MSI1;+;Doc;GCN4
Rme1p;MSI1;+;Doc;RME1
Spt2p;MSI1;+;Doc;SPT2
Ino4p;MSI1;+;Doc;INO4
Tog1p;MSI1;+;Doc;TOG1
Rpn4p;AIM4;+;Doc;RPN4
Pdr1p;AIM4;+;Doc;PDR1
Met28p;AIM4;+;Doc;MET28
Met32p;AIM4;+;Doc;MET32
Cbf1p;AIM4;+;Doc;CBF1
Met31p;AIM4;+;Doc;MET31
Tec1p;AIM4;+;Doc;TEC1
Gcn4p;AIM4;+;Doc;GCN4
Rap1p;AIM4;+;Doc;RAP1
Rpn4p;MED8;+;Doc;RPN4
Pdr1p;MED8;+;Doc;PDR1
Yap1p;MED8;+;Doc;YAP1
Cst6p;MED8;+;Doc;CST6
Tup1p;MED8;+;Doc;TUP1
Gcn4p;MED8;+;Doc;GCN4
Fhl1p;MED8;+;Doc;FHL1
Pdr3p;RIM2;+;Doc;PDR3
Pdr1p;RIM2;+;Doc;PDR1
Yap1p;RIM2;+;Doc;YAP1
Met32p;RIM2;+;Doc;MET32
Cbf1p;RIM2;+;Doc;CBF1
Cst6p;RIM2;+;Doc;CST6
Bas1p;RPL21A;+;Doc;BAS1
Pdr3p;RPL21A;+;Doc;PDR3
Gcr2p;RPL21A;+;Doc;GCR2
Rpn4p;RPL21A;+;Doc;RPN4
Pdr1p;RPL21A;+;Doc;PDR1
Yap1p;RPL21A;+;Doc;YAP1
Met32p;RPL21A;+;Doc;MET32
Cbf1p;RPL21A;+;Doc;CBF1
Cst6p;RPL21A;+;Doc;CST6
Ino2p;RPL21A;+;Doc;INO2
Gcr1p;RPL21A;+;Doc;GCR1
Rtg3p;RPL21A;+;Doc;RTG3
Hfi1p;RPL21A;+;Doc;HFI1
Gcn4p;RPL21A;+;Doc;GCN4
Spt10p;RPL21A;+;Doc;SPT10
Sfp1p;RPL21A;+;Doc;SFP1
Arr1p;RPL21A;+;Doc;ARR1
Mga2p;RPL21A;+;Doc;MGA2
Hsf1p;RPL21A;+;Doc;HSF1
Rap1p;RPL21A;+;Doc;RAP1
Pho4p;RPL21A;+;Doc;PHO4
Gat1p;RPL21A;+;Doc;GAT1
Snf2p;RPL21A;+;Doc;SNF2
Met4p;RPL21A;+;Doc;MET4
Ifh1p;RPL21A;+;Doc;IFH1
Bas1p;GDT1;+;Doc;BAS1
Pdr3p;GDT1;+;Doc;PDR3
Gcr2p;GDT1;+;Doc;GCR2
Rpn4p;GDT1;+;Doc;RPN4
Pdr1p;GDT1;+;Doc;PDR1
Yap1p;GDT1;+;Doc;YAP1
Met32p;GDT1;+;Doc;MET32
Rim101p;GDT1;+;Doc;RIM101
Swi6p;GDT1;+;Doc;SWI6
Cbf1p;GDT1;+;Doc;CBF1
Cst6p;GDT1;+;Doc;CST6
Tup1p;GDT1;+;Doc;TUP1
Cup9p;GDT1;+;Doc;CUP9
Gal4p;GDT1;+;Doc;GAL4
Hms1p;GDT1;+;Doc;HMS1
Put3p;GDT1;+;Doc;PUT3
Rgt1p;GDT1;+;Doc;RGT1
Spt3p;GDT1;+;Doc;SPT3
Stb5p;GDT1;+;Doc;STB5
Thi2p;GDT1;+;Doc;THI2
Aft1p;GDT1;+;Doc;AFT1
Gcr1p;GDT1;+;Doc;GCR1
Rtg3p;GDT1;+;Doc;RTG3
Hfi1p;GDT1;+;Doc;HFI1
Gcn4p;GDT1;+;Doc;GCN4
Spt10p;GDT1;+;Doc;SPT10
Stp1p;GDT1;+;Doc;STP1
Sfp1p;GDT1;+;Doc;SFP1
Mga2p;GDT1;+;Doc;MGA2
Pho2p;GDT1;+;Doc;PHO2
Aca1p;GDT1;+;Doc;ACA1
Phd1p;GDT1;+;Doc;PHD1
Hsf1p;GDT1;+;Doc;HSF1
Mcm1p;GDT1;+;Doc;MCM1
Rap1p;GDT1;+;Doc;RAP1
Pho4p;GDT1;+;Doc;PHO4
Sum1p;GDT1;+;Doc;SUM1
Snf2p;GDT1;+;Doc;SNF2
Gln3p;GDT1;+;Doc;GLN3
Kar4p;GDT1;+;Doc;KAR4
Ume6p;GDT1;+;Doc;UME6
Swi5p;GDT1;+;Doc;SWI5
Pdr3p;PCH2;+;Doc;PDR3
Yap1p;PCH2;+;Doc;YAP1
Met32p;PCH2;+;Doc;MET32
Msn2p;PCH2;+;Doc;MSN2
Cbf1p;PCH2;+;Doc;CBF1
Cst6p;PCH2;+;Doc;CST6
Tup1p;PCH2;+;Doc;TUP1
Yap5p;PCH2;+;Doc;YAP5
Gcn4p;PCH2;+;Doc;GCN4
Msn4p;PCH2;+;Doc;MSN4
Sfp1p;PCH2;+;Doc;SFP1
Zap1p;PCH2;+;Doc;ZAP1
Hsf1p;PCH2;+;Doc;HSF1
