gene_name	0pc_KM-1	0pc_KM-2	0pc_KM-3	0pc_100d-1	0pc_100d-2	0pc_100d-3	4pc_KM-1	4pc_KM-2	4pc_KM-3	4pc_100d-1	4pc_100d-2	4pc_100d-3	6pc_KM-1	6pc_KM-2	6pc_KM-3	6pc_100d-1	6pc_100d-2	6pc_100d-3
MGR3	795.24336	1037.074	617.2937	1680.3334	1374.9402	1170.2274	577.13021	669.77189	1033.4928	901.79444	810.26908	720.39083	748.94288	944.93117	1086.2633	1239.7841	1120.893	1248.4345
MGS1	84.7562	105.57041	45.167832	226.82466	235.44127	169.22405	153.38642	164.61234	145.21899	141.54205	125.13808	161.92271	195.49959	143.67374	133.59118	257.73587	278.81509	236.77206
MGT1	17.788338	18.630072	16.131369	73.234868	59.78001	39.198792	18.759491	19.161224	28.619801	35.385513	45.883963	31.943936	16.055522	20.261682	25.883291	43.094101	32.387611	37.924529
MHP1	3222.8284	2987.0216	3113.3541	2468.6253	2460.1773	2527.844	5395.0088	4980.1764	4359.7497	4856.3936	4784.446	4595.5207	1928.5515	1770.1342	1753.3842	2099.18	2146.0313	1984.3754
MHR1	376.69422	376.74146	445.22577	536.03855	846.11706	698.88578	260.42587	290.90222	396.43725	374.22861	311.80239	326.04845	339.05485	328.79184	338.15267	923.20824	873.05735	929.66346
MIA40	2284.2319	3183.6724	2616.508	952.05328	1660.9646	1758.2092	1045.014	950.22254	1141.6121	1061.5654	913.508	964.92716	2572.6613	1893.5463	2111.5756	3834.5462	4023.1046	3904.1765
MIC17	149.63132	160.42562	100.01448	589.94755	595.04102	369.04229	2666.0547	3177.2794	2644.6816	2579.9256	3032.5128	3060.0087	204.94402	223.79949	234.61951	764.09156	691.40509	733.89089
MID1	75.338845	51.750201	64.525474	199.36159	305.3379	274.39154	247.18388	228.19276	377.35738	414.97556	390.01369	376.71814	226.66619	258.79694	282.21137	363.81366	359.08004	392.57013
MIF2	13.602847	9.3150362	12.905095	109.8523	72.655704	71.705107	28.690986	39.193414	89.039382	110.44569	83.425388	120.06514	33.999929	59.86406	70.135369	65.469884	61.958908	69.699134
MIG1	72.199726	111.78043	50.544955	176.98426	150.82956	256.22625	2008.369	1806.3809	1729.908	1192.3846	1285.7938	1129.0529	798.05389	1092.2889	1003.6037	788.12481	708.30298	817.93984
MIH1	661.30764	677.92763	647.40559	821.85796	643.78472	603.27897	1257.9894	1090.4479	1013.353	906.0836	893.69447	837.15142	499.61007	407.9966	433.33639	874.31301	789.97608	731.84091
MIOX5	29.29844	62.100241	20.433067	161.727	118.64033	148.19056	27.587486	62.709462	155.81892	151.19265	156.4226	144.29847	81.222053	151.04163	178.6782	135.91216	104.20362	114.79857
MIP1	145.44583	95.22037	143.03147	236.99617	261.19266	273.43548	118.07444	125.41892	163.23887	235.90342	229.41982	246.73937	114.27754	126.17502	152.79491	286.74152	292.89666	294.17135
MIR1	3484.4216	3339.958	3218.7457	2519.4829	4887.2457	5158.9435	17735.443	18359.937	16627.045	13265.278	15334.629	15052.203	4606.9904	4298.2395	4671.5166	9917.4443	9952.8537	9848.0777
MIS1	47.086778	60.030233	52.695804	50.857547	97.487401	163.48764	65.106468	74.902968	75.259477	101.86739	60.483406	72.699992	210.61067	287.34749	275.53181	144.19949	140.8157	262.39674
MKK1	514.81544	476.10185	558.14535	696.7484	580.32594	577.46513	681.96266	608.80436	555.43614	745.24035	662.18901	731.40598	564.7766	545.22344	455.8799	482.32244	485.81417	439.71954
MKS1	420.64188	517.50201	289.28921	1765.774	555.49425	629.09281	147.86893	208.16057	453.67685	402.1081	488.03852	388.8348	323.94377	752.44519	843.29432	304.1449	275.99877	302.37125
MKT1	1004.5179	1133.3294	1011.9745	1722.0365	1493.5806	1620.5354	395.0528	414.57922	465.33677	694.8428	615.26223	637.7772	967.10909	991.90143	1079.5837	1037.5734	1034.9954	993.21267
MLC1	424.82738	322.92125	398.98251	578.75889	414.7813	312.63427	125.79894	178.54777	209.87854	325.97564	293.03167	230.21664	1104.0533	950.45708	968.53605	702.76534	604.09936	795.39012
MLH1	40.808541	40.365157	30.111888	137.31538	122.3191	93.694674	52.967974	70.548144	87.979389	132.96375	102.1961	114.55756	103.88867	77.362786	67.630535	115.19385	118.28519	105.57369
MLH3	31.391185	18.630072	22.583916	115.95521	114.96156	71.705107	157.80042	156.77365	181.25874	223.03596	185.62149	167.43028	52.888779	46.049277	75.145039	139.2271	177.42778	118.89852
MLP1	718.85814	616.8624	819.47352	2929.3947	1952.5071	1602.3701	158.90392	149.80594	220.47847	646.58983	485.95288	550.75751	736.66513	591.27272	555.23834	1630.1172	1964.379	1724.0286
MLS1	426.92012	400.54656	304.34515	1103.6088	752.30843	757.20593	497.67825	558.2884	950.8134	4708.4178	3605.0196	3810.1405	2075.8846	2810.8479	3273.8188	5011.3467	4637.061	5100.3367
MMF1	1913.8159	2802.7909	2298.1823	438.39206	645.62411	919.73751	484.43626	491.22412	492.89658	2959.5156	2295.241	2552.2103	4819.4899	3671.0484	4067.8514	4207.476	4738.4483	4828.715
MMM1	24.066575	25.875101	18.282218	55.943302	61.619395	55.45195	28.690986	36.580519	49.819654	43.963819	34.412972	29.740906	52.888779	58.022089	72.640204	90.331865	91.530206	71.749109
MMS2	1401.0932	1452.1106	1414.1833	1377.2224	1369.4221	1267.7463	1031.772	1297.7375	1243.3714	1337.1435	1214.8822	1288.7726	1007.7201	947.69412	951.83716	839.50624	789.97608	793.34015
MMS21	60.689625	43.470169	50.544955	100.69794	151.74926	130.98133	65.106468	103.6448	215.17851	208.02393	192.92121	187.25755	93.499805	99.466439	120.23206	143.37076	147.85649	166.04794
MMS22	59.643252	62.100241	88.184815	477.04379	324.65144	186.43328	79.451961	88.838404	162.17887	236.97571	192.92121	160.82119	100.1109	116.04418	114.38745	159.94541	170.387	148.62315
MMT1	116.14739	125.23549	141.95604	1574.5497	604.23795	512.4525	105.93595	125.41892	125.07913	261.63834	172.06486	212.5924	500.55451	456.80883	486.77286	403.59283	409.77369	448.94443
MND1	24.066575	24.840096	20.433067	24.411623	22.992311	33.462383	592.57921	587.03024	495.01656	558.66219	693.47354	568.38175	34.944372	23.945624	23.378456	104.42032	140.8157	104.5487
MNL1	28.252067	30.015117	41.941558	21.36017	32.189236	74.573312	92.693954	104.51577	100.6993	90.072215	81.339753	85.918172	100.1109	84.73067	82.659542	133.42597	135.18307	149.64814
MNL2	71.153354	85.905334	79.581418	159.6927	247.39727	186.43328	61.795969	67.064285	80.559441	60.048144	57.354954	82.613627	179.44407	153.80459	135.26107	149.17189	146.44833	159.89801
MNN1	1395.8614	1162.3095	1271.1518	1329.4163	1309.6421	1430.2779	3165.9399	3273.9565	2607.5819	2053.4321	2134.6471	2031.1937	1302.3862	1253.4613	1244.0679	2399.1812	2285.4388	2305.1964
MNN10	31.391185	40.365157	27.961039	234.96187	225.32465	181.65294	197.5264	163.74137	211.99853	310.9636	282.6035	250.04391	122.77752	151.04163	180.34809	245.30488	243.61116	297.24631
MNN11	143.35308	188.37073	110.76873	702.8513	497.55362	515.3207	707.34315	704.61048	920.07361	779.55358	703.90171	720.39083	715.88739	717.44774	784.01324	812.15806	704.0785	725.69099
MNN2	1348.7746	1272.0199	1330.3002	2544.9117	2824.3755	2796.4992	2144.0994	2075.509	2056.3857	3317.6599	3245.2476	3319.9663	1973.8848	1851.1809	2057.3042	2717.4146	2500.8868	2638.3172
MNN4	130.79661	92.115358	94.637362	435.3406	523.30501	579.37727	323.32534	306.57959	333.89768	932.8908	945.83533	907.64838	143.55526	245.90314	390.7542	329.00689	290.08034	346.4457
MNN5	2017.4068	2270.7988	2289.5789	771.00042	985.91032	1035.4217	1520.6222	1397.0275	1567.7291	768.8307	661.1462	704.96962	826.38716	973.48172	1087.0982	1085.6399	1101.1788	1034.2122
MNN9	87.895319	75.555293	52.695804	451.61502	497.55362	383.38331	262.63287	280.45065	473.81671	710.92713	685.131	605.83326	479.77678	480.75445	636.22799	742.54451	680.13984	811.78992
MNP1	561.90222	462.6468	529.10889	609.27342	939.006	895.83581	235.04538	297.86994	442.01693	358.14429	368.11452	284.19088	581.77656	559.95921	576.94691	996.96545	967.40387	1108.0112
MNR2	738.73923	622.03742	443.07492	1763.7397	1346.4298	1282.0873	797.83011	719.41688	719.735	1013.3124	922.89335	890.02414	487.33232	959.66694	1221.5243	676.24589	706.89482	698.01633
MNS1	275.19606	269.10105	286.06294	266.49355	266.71081	236.14882	56.278472	50.515955	67.839529	135.10832	80.296936	93.628777	536.44332	628.11214	676.30535	322.37702	398.50843	388.47018
MNT2	63.828744	39.330153	41.941558	207.49879	256.5942	191.21362	611.3387	567.86901	536.35628	388.16836	272.17533	331.55602	617.66538	447.59897	489.2777	687.01942	709.71113	698.01633
MNT4	20.927457	30.015117	18.282218	157.6584	186.69757	168.26799	65.106468	77.515862	104.93927	201.5902	134.52344	192.76513	169.0552	160.25148	163.6492	214.64177	168.97884	192.69761
MOB1	439.4766	407.79158	372.0969	623.51353	597.8001	502.89182	271.46087	310.93441	443.07692	389.24065	339.95845	343.67269	482.6101	359.18436	424.98694	564.36698	605.50751	613.96738
MOB2	160.09505	164.56564	92.486513	324.47115	451.569	404.41681	218.49289	340.54722	513.03644	417.12014	444.24019	452.72268	229.49952	282.74256	293.06565	305.80237	278.81509	267.52168
MOG1	376.69422	332.23629	358.11638	333.62551	410.18284	428.31851	111.45344	118.45121	173.83879	217.67452	187.70712	182.85149	423.11023	369.3152	334.81289	352.2114	330.9169	352.59562
MOH1	2296.7884	2505.7447	2202.4695	1350.7765	1714.3067	1932.2136	6356.1569	5708.3029	5275.5834	4484.3096	4642.6228	4852.1737	2066.4401	1980.1189	2053.1294	1924.3174	1760.1963	1618.4549
MON1	195.67172	244.26095	184.97303	622.49638	519.62624	493.33114	1779.9446	1589.5107	1522.1494	1380.035	1501.657	1596.0953	182.2774	151.04163	185.35776	953.87135	944.87335	793.34015
MOS1	650.84391	658.26256	659.23526	713.02281	1135.8202	979.9698	251.59788	330.09564	384.77733	365.6503	337.87282	300.7136	717.77628	669.55649	735.58643	887.57273	963.17939	898.91384
MOS2	515.86181	496.80193	421.56643	1061.9056	976.71339	895.83581	412.7088	478.15964	606.31579	569.38508	566.24982	504.49388	457.11016	375.7621	450.03529	735.91465	756.18031	725.69099
MOT1	76.385218	68.310265	65.600899	182.07002	299.81974	284.90829	1729.1836	1497.1884	1070.5926	625.14407	630.90449	660.90902	1101.2199	868.48937	630.38338	1118.7892	1394.0754	1137.7359
MOT2	260.54684	238.05092	233.36713	480.09525	491.11577	427.36244	444.71028	422.4179	464.27678	649.8067	651.76084	664.21356	271.99943	232.08836	271.35708	468.23398	387.24318	400.77002
MOT3	1337.2645	1526.6309	1606.6843	634.70219	881.98507	968.49698	219.59639	191.61224	205.63857	298.09614	222.12009	248.9424	265.38834	303.00424	323.95861	322.37702	280.22324	286.99644
MPA43	51.272269	69.345269	44.092407	253.27059	213.36865	176.8726	34.208483	53.128849	74.199485	87.927639	60.483406	61.684841	133.16639	181.43415	157.80458	125.13864	160.5299	126.07343
MPD1	30.344813	26.910105	34.413586	170.88136	281.42589	238.06096	197.5264	159.38655	303.15789	303.45758	271.13251	308.42421	133.16639	148.27867	179.51315	143.37076	164.75437	172.19786
MPD2	463.54317	447.12174	501.14785	712.00566	894.86076	848.98847	279.18536	318.7731	354.03754	428.91531	339.95845	380.02268	639.38755	566.40611	596.15064	988.67812	968.81202	961.43806
MPE1	81.617082	66.240257	62.374625	337.69411	314.53482	285.86436	173.24941	158.51558	314.81781	378.51776	384.7996	332.65754	188.88849	361.02633	420.81222	447.51566	380.20239	437.66957
MPG1	2065.54	1501.7908	1971.2532	297.00808	1011.6617	1444.6189	427.05429	455.51456	499.25653	333.48165	241.93362	281.98785	4487.0462	4096.5437	4233.1705	1966.5827	2100.9703	2321.5962
MPH1	33.483931	37.260145	48.394106	238.01332	166.46434	115.68424	113.66044	120.19313	174.89879	223.03596	178.32177	152.00907	199.27736	205.37978	263.84258	241.16122	222.48881	226.52219
MPM1	2202.6148	4026.1656	2379.9146	2852.0912	4859.655	4442.8484	18638.106	18178.776	17482.459	15552.469	17962.529	16006.115	3630.4369	2818.2158	3232.9065	6811.3541	5817.0966	5710.2041
MPP10	46.040405	50.715197	38.715284	66.114811	148.99018	146.27842	58.485471	63.580426	77.379463	95.433657	95.939196	84.816657	151.1108	258.79694	289.72587	150.00062	126.73413	248.04692
MPS1	206.13545	166.63565	141.95604	479.0781	422.13884	370.95442	192.00891	170.70909	200.33861	300.24072	245.06208	273.17573	167.16632	150.12064	161.14436	295.85758	306.97823	290.0714
MPS2	17.788338	18.630072	21.508491	7.1200566	30.349851	25.813839	61.795969	61.838497	103.87928	121.16858	107.41019	98.034837	17.944407	11.051827	5.0096692	34.806774	42.24471	44.074453
MPS3	92.08081	60.030233	96.788211	229.87611	226.24434	130.02526	175.45641	197.709	192.91866	272.36122	258.6187	241.23179	95.38869	55.259133	59.281086	164.08908	137.99939	151.69812
MPT5	946.96743	885.96344	918.41258	1414.857	1619.5784	1721.8786	1546.0027	1586.0268	1514.7295	1493.6976	1372.3476	1615.9225	1236.2752	1163.2047	1301.6791	1357.4642	1448.9936	1546.7058
MRC1	48.133151	25.875101	30.111888	245.13338	299.81974	187.38935	27.587486	27.870872	23.319838	67.554162	40.669876	46.263631	111.44421	99.466439	108.54283	84.530736	102.79546	99.423765
MRD1	93.127183	85.905334	70.978021	210.55025	319.13328	318.37068	1206.1249	1059.9641	875.55392	883.56554	953.13505	861.38475	417.44357	588.50976	551.89856	651.38391	570.30359	642.66702
MRE11	272.05694	345.69134	338.75874	274.63076	332.00898	543.04668	137.93743	168.0962	172.7788	282.01182	302.41703	317.23633	220.0551	242.2192	303.91993	222.10037	209.81539	212.17237
MRF1	60.689625	68.310265	55.922078	255.30489	248.31696	216.07139	173.24941	242.99916	359.3375	297.02385	278.43223	263.26209	132.22195	194.32795	189.53249	341.43788	342.18215	360.79552
MRH4	64.875116	47.610185	76.355144	77.303472	168.30372	130.02526	67.313467	98.419016	121.89915	104.01196	58.397771	74.903022	121.83308	136.30586	131.08635	233.70262	264.73352	241.897
MRI1	70.106981	54.855213	80.656843	13.222962	22.992311	34.418451	18.759491	13.064471	20.13986	21.445766	10.428173	9.9136352	135.99972	105.91334	84.329432	73.757211	111.2444	102.49873
MRL1	55.457761	86.940338	41.941558	258.35634	294.30159	267.69907	722.79214	669.77189	775.91461	648.73441	594.40589	573.88933	398.55472	441.15208	536.03461	366.29986	323.87611	351.57063
MRM1	18.834711	26.910105	19.357642	15.257264	54.261855	47.803405	88.279956	121.93506	133.55907	180.14443	134.52344	145.39998	64.222088	73.678844	84.329432	155.80175	152.08096	155.79807
MRM2	21.97383	17.595068	13.980519	109.8523	89.210169	56.408018	40.82948	33.967625	108.11925	99.72281	66.74031	78.207567	82.166495	149.19966	174.50348	154.14428	152.08096	162.97298
MRN1	113.00827	74.520289	110.76873	359.05428	306.25759	266.743	291.32386	217.74119	311.63784	350.63827	348.30099	324.94693	184.16628	285.50552	313.10433	251.93474	219.67249	265.4717
MRP1	173.69789	195.61576	233.36713	626.56498	574.80779	443.6156	141.24793	188.12838	238.49834	200.51791	141.82316	142.09544	262.55501	203.53781	233.78456	607.46108	651.9767	652.91689
MRP10	185.20799	182.16071	184.97303	406.86038	425.81761	417.80176	108.14295	158.51558	164.29886	196.22876	171.02204	179.54695	328.66598	303.00424	307.25971	511.32808	453.42656	500.19379
MRP13	32.437558	23.805092	36.564435	52.891849	128.75694	133.84953	55.174973	90.580333	87.979389	88.999927	46.926781	68.293932	144.4997	100.38742	94.348771	411.05142	457.65103	507.3687
MRP17	346.34941	293.94114	397.90709	428.22055	512.2687	399.63646	142.35143	200.32189	322.23776	259.49376	239.84799	208.18634	394.77695	358.26338	336.48278	507.18442	574.52806	493.01888
MRP20	431.10561	388.12651	492.54445	809.65215	1043.8509	935.0346	356.43032	476.41772	555.43614	541.50558	439.0261	403.1545	651.66531	609.69243	578.6168	1445.3098	1378.5857	1450.357
MRP4	264.73233	223.56087	250.57392	473.99234	680.57242	683.58869	273.66786	368.41809	427.17703	434.27675	361.85762	316.13481	609.1654	511.14698	591.97591	1124.5903	1070.1993	1267.9093
MRP49	77.431591	90.04535	105.39161	194.27583	274.98805	219.89566	82.762459	130.64471	222.59845	199.44562	178.32177	147.60301	118.99975	143.67374	161.14436	295.85758	273.18246	344.39572
MRP8	531.55741	594.09231	466.73426	392.62026	489.27639	530.61779	136.83393	237.77338	503.4965	427.84302	422.34103	393.24086	733.8318	861.12148	867.50772	595.85882	456.24287	455.09435
MRPL11	262.63958	234.94591	339.83416	264.45925	687.92996	439.79132	201.9404	246.48302	341.31763	218.74681	166.85078	198.2727	312.61046	248.6661	239.62918	682.87575	699.85403	707.24122
MRPL13	425.87375	415.03661	530.18431	347.86562	760.58566	713.2268	214.07889	224.7089	277.71807	216.60223	176.23613	228.01361	648.83198	460.49277	480.92825	884.2578	867.42472	938.88834
MRPL15	218.69192	190.44074	287.13836	153.58979	414.7813	365.21801	80.55546	121.0641	93.279352	114.73485	69.868762	68.293932	263.49945	210.90569	169.49381	438.3996	529.46704	506.34371
MRPL17	467.72866	402.61656	505.44955	1326.3648	1142.258	783.97584	305.66935	343.16011	456.85683	408.54183	264.87561	288.59694	449.55462	422.73236	427.49177	1055.8055	1108.2196	1081.3616
MRPL2	415.41002	355.00638	414.03846	749.64025	1105.4703	1086.0934	256.01187	319.64406	436.71697	624.07178	472.39626	440.60601	514.72115	524.96176	581.95658	1375.6963	1325.0757	1444.2071
MRPL20	423.781	362.25141	451.67832	742.52019	830.48229	657.77485	397.2598	441.57913	684.75525	628.36093	585.02053	530.93024	377.77699	361.02633	341.49245	847.79356	787.15977	877.3891
MRPL22	822.44906	728.64283	970.03296	1410.7884	1579.112	1336.5832	503.19575	614.03015	964.5933	769.90298	738.31468	643.28477	962.38688	897.03992	833.27498	1473.4868	1333.5247	1533.381
MRPL24	649.79754	605.47735	709.78021	890.00708	1117.4263	937.9028	366.36182	487.74026	714.43504	562.95135	520.36586	432.8954	475.99901	464.17671	436.67617	957.18628	909.66943	1044.462
MRPL25	105.68366	89.010346	113.995	401.77462	465.36438	311.6782	141.24793	169.83813	277.71807	305.60216	265.91842	205.98331	126.55529	153.80459	185.35776	373.75845	361.89635	406.91995
MRPL27	337.97843	285.66111	354.89011	588.9304	912.33492	759.11807	329.94634	406.74054	632.81561	555.44533	526.62276	526.52418	300.33271	268.92778	303.08499	720.16873	677.32352	713.39114
MRPL28	198.81084	196.65076	234.44256	205.46449	396.38745	399.63646	124.69544	201.19286	273.4781	238.048	216.90601	204.88179	176.61074	208.14273	195.3771	474.03511	525.24256	534.01837
MRPL3	191.48623	133.51552	192.501	633.68504	650.22257	528.70566	250.49438	258.67653	363.57748	398.89124	301.37421	341.46966	277.66609	250.50807	257.99797	629.83686	612.5483	720.56605
MRPL31	174.74427	171.81067	197.87812	378.38015	516.86716	399.63646	182.07741	270.87004	391.13728	348.49369	341.00127	310.62724	253.11058	260.63891	280.54148	561.05204	536.50782	586.29272
MRPL32	320.19009	311.53621	341.98501	401.77462	556.41394	516.27677	215.18239	303.09573	384.77733	351.71056	314.93084	244.53634	395.7214	390.49787	404.11332	670.44476	675.91536	843.56452
MRPL33	117.19376	111.78043	123.67383	193.25868	311.77574	289.68863	120.28144	148.93497	184.43872	159.77095	105.32455	123.36968	199.27736	125.25403	145.28041	347.23901	383.01871	370.02041
MRPL35	167.41966	179.0557	190.35015	605.20481	734.83427	598.49863	155.59342	180.2897	221.53846	303.45758	220.03446	219.20149	194.55515	191.56499	203.72655	548.62105	554.81386	631.39216
MRPL36	125.56474	130.41051	130.12637	507.55832	527.90347	324.10708	136.83393	237.77338	315.87781	314.18047	323.27338	253.34846	146.38858	145.51572	160.30942	422.65368	426.67157	474.56911
MRPL37	275.19606	233.91091	295.74176	620.46208	505.83085	416.84569	263.73637	389.32124	439.89695	337.77081	412.95567	301.81512	232.33285	184.19711	204.56149	524.58781	471.7326	511.46865
MRPL4	334.83931	335.3413	300.04345	1045.6312	1043.8509	837.51565	418.22629	592.25603	976.25322	841.7463	751.87131	613.54387	530.77667	605.0875	673.80051	1263.8174	1089.9135	1258.6844
MRPL40	302.40175	281.52109	335.53247	206.48164	310.85605	313.59034	86.072957	102.77384	79.499448	83.638486	60.483406	55.075751	331.49931	277.21665	215.41578	420.99622	464.69181	527.86845
